Year,Month,Day,Site,Depth (m),Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,8.00,14.00,2.00,69.11503838,,,,,,,,,,0,69.11503838,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,6.00,5.00,4.00,69.11503838,,,,,,,,,,0,69.11503838,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,11.00,11.00,5.00,172.7875959,,,,,,,,,,0,172.7875959,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,10.00,11.00,2.00,65.97344573,,,,,,,,,,0,65.97344573,,
2023,7,4,Marthas,14,1,LLG,OFAV,Orbicella,faveolata,34.00,30.00,5.00,502.6548246,,,,,,,,,,0,502.6548246,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,13.00,5.00,6.00,169.6460033,,,,,,,,,,0,169.6460033,,
2023,7,4,Marthas,14,1,LLG,SSID,Siderastrea,siderea,36.00,29.00,10.00,1021.017612,,,,,,,,,15,153.1526419,867.8649706,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,15.00,12.00,2.00,84.82300165,,,,,,,,,,0,84.82300165,,
2023,7,4,Marthas,14,1,LLG,MALI,Mycetophellia,aliciae,14.00,12.00,1.00,40.8407045,,,,,,,,,,0,40.8407045,,
2023,7,4,Marthas,14,1,LLG,PPOR,Porites,porites,41.00,25.00,11.00,1140.398133,,,,,,,,,90,1026.35832,114.0398133,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,16.00,15.00,5.00,243.4734307,,,,,,,,,,0,243.4734307,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,8.00,4.00,1.00,18.84955592,,,,,,,,,,0,18.84955592,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,9.00,2.00,1.00,17.27875959,,,,,,,,,,0,17.27875959,,
